ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,CENTRO_SECUNDARIA,FECHAS,GRADO1,GRADO2,GRADO3,GRADO4,GRADO5
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ORLANDO JAIR,SALINAS GAMARRA,I.E.P SIMON BOLIVAR ,2006 - 2009,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,PAOLA SALOME,SALAZAR PAREDES,GRAN UNIDAD ESCOLAR CASA GRANDE,1986 - 1990,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,PAULA HONORIA,O'HIGGINS LUYO,GUE ISABEL LA CATOLICA,1970 - 1974,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RAUL,ESPIRITU CAVERO,COLEGIO NACIONAL NUESTRA SRA. DE GUADALUPE,1958 - 1963,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RAUL,DEL CASTILLO ALATRISTA,GRAN UNIDAD ESCOLAR INCA GARCILASO DE LA VEGA,1976 - 1981,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RICARDO ALBERTO,ALAYO MARIÑOS,C.E. San Juan de Trujillo,1971 - 1972,1ERO,2DO,,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RICARDO ALBERTO,ALAYO MARIÑOS,Colegio Militar Ramon Castilla ,1973 - 1975,,,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RICARDO ALBERTO MANUEL,GRADOS ESCALANTE ,Colegio Primero de Mayo CAFAE,1992 - 1992,1ERO,,,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RICARDO ALBERTO MANUEL,GRADOS ESCALANTE ,Colegio Primero de Mayo CAFAE,1994 - 0,,,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RICARDO ALBERTO MANUEL,GRADOS ESCALANTE ,LUCET,1993 - 0,,2DO,,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RICHARD GERMAN,ORTEGA QUISPE,JOSE GRANDA ,1983 - 1984,1ERO,2DO,,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RICHARD GERMAN,ORTEGA QUISPE,RAMÓN CASTILLA,1988 - 1988,,,,,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RICHARD GERMAN,ORTEGA QUISPE,SAN RAMON,1985 - 1986,,,3ERO,4TO,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROCIO,LEANDRO MELGAR,I.E. HONORIO DELGADO  ,1984 - 1984,,,3ERO,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROCIO,LEANDRO MELGAR,I.E. JUAN INFANTES VERA,1982 - 1983,1ERO,2DO,,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROCIO,LEANDRO MELGAR,I.E. PRIVADA SAN VICENTE PAUL,1985 - 1986,,,,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROCIO MIRIAM,ARCOS PONTE,JOSEFINA MEJIA DE BOCANEGRA,1981 - 1985,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROGER AUGUSTO,FLOREZ QUISPE,COLEGIO ESTATAL TECNICO AGROPECUARIO SANTA SOFIA SICUANI,1986 - 1990,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROMY GISSELLY,TELLO CHAVEZ DE LUGIGO,SANTA ROSA,1987 - 1991,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA,OCHOA CARBAJAL,COMERCIO,1982 - 1984,,,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA,OCHOA CARBAJAL,COOPERATIVO,1981 - 1981,,2DO,,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA,OCHOA CARBAJAL,STA ANA,1980 - 1980,1ERO,,,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA AUREA,ABURTO DE HINOSTROZA,I.E ANDRES A. CACERES,1981 - 1985,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA DELSA,MAVILA LEON,GRAN UNIDAD ESCOLAR NUESTRA SEÑORA DE LAS MERCEDES,1964 - 1968,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RUBER,QUISPE ROJAS,Politécnico Regional,1986 - 1991,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,SANTOS EDILBERTO,AVALOS AURORA,FE Y ALEGRIA Nª14,1978 - 1982,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,SERAFIN AUGUSTO,DE PAZ HUERTA,C.E.N. GUILLERMO E BILLINGHURST,1972 - 1977,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,SUEN HERBERT,WENSJOE MANTILLA,Almirante Guise,1965 - 1971,,,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TERESA DEL PILAR,LEON SANCHEZ,Nuestra Señora de Fatima,1979 - 1979,,,,,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TERESA DEL PILAR,LEON SANCHEZ,Santa Ursula,1975 - 1978,1ERO,2DO,3ERO,4TO,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TERESA JESUS,TORIBIO LEYVA,I.E MARIANO MELGAR ,1981 - 1985,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TONY FRANCO,BALDEON GARCIA,"C.N. Mixto ""San Luis""",1971 - 1974,,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TONY FRANCO,BALDEON GARCIA,G.U.E. Pedro A. Labarthe,1969 - 1969,1ERO,,,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR LORENZO,CAMASCA ZAPATA,SAN MARTIN,1970 - 1974,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR MANUEL,GUTIERREZ JESUS,COLEGIO NO ESCOLARIZADO CAYETANO HEREDIA,2001 - 2002,,,,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR MANUEL,GUTIERREZ JESUS,JUAN JIMENEZ PIMENTEL,1999 - 2000,,2DO,3ERO,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR MANUEL,GUTIERREZ JESUS,MAYOR DE SAN MARCOS,1998 - 1998,1ERO,,,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR MARCIANO,RODRIGUEZ CABEZA,C.E JOSÉ OLAYA,1975 - 1979,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR RAUL,GUTIERREZ CUENTAS,C. Mixto  Jeronimo Zavala,1976 - 1976,1ERO,,,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR RAUL,GUTIERREZ CUENTAS,Coronel Gregorio Albarracin,1999 - 2000,,,,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR RAUL,GUTIERREZ CUENTAS,Inca Garcilazo de la Vega,1977 - 1978,,2DO,3ERO,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR ROLANDO,ESQUIVEL RODRIGUEZ,.I.E JOSE C. MARIATEGUI LA CHIRA Nº 81005,1981 - 1985,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WALTER ANTONIO,ZAMORA CAPELLI,Colegio Nacional San José ,1959 - 1963,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILFREDO,BARRIONUEVO TACUNAN,MARISCAL TORIBIO LUZURIAGA,2002 - 2004,1ERO,2DO,3ERO,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILFREDO,BARRIONUEVO TACUNAN,SANTA BARBARA,2005 - 2006,,,,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILLIAM,LIBERATO LORENZO,AMAUTA JOSE CARLOS MARIATEGUI,1978 - 1978,,,,4TO,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILLIAM,LIBERATO LORENZO,G.U.E. ALFONSO UGARTE,1975 - 1977,1ERO,2DO,3ERO,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILLIAM,LIBERATO LORENZO,MILAGROS DE FATIMA,1979 - 1979,,,,,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILMER,ANTON MAYANGA,CEB MANUEL FRANCISCO BURGA PUELLES,1980 - 1984,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YESENIA,DEL AGUILA ROMERO ,Santa Rosa,1989 - 1993,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YOLANDA,TORRE MONROY ,IE Educandas,1991 - 1991,,,3ERO,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YOLANDA,TORRE MONROY ,IE Quebrada,1988 - 1989,1ERO,2DO,,,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YOLANDA,TORRE MONROY ,IE San Lorenzo,1992 - 0,,,,4TO,
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YORKA MARINA,GAMARRA BOLUARTE,I.E.P. URIEL GARCIA,1983 - 1987,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YRMA ELSA,HUERTAS RODRIGUEZ,I.E JOSE ANDRES RAZURI,1986 - 1990,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ZENON DELFIN,ARANDA ROMERO,Colegio Nacional Mixto Isaias Ardiles,1968 - 1972,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,PRESIDENTE DE LA REPUBLICA,YEHUDE,SIMON MUNARO,Colegio Manuel Pardo,1961 - 1965,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,PRIMER VICEPRESIDENTE DE LA REPUBLICA,ROSA DELSA,MAVILA LEON,GRAN UNIDAD ESCOLAR NUESTRA SEÑORA DE LAS MERCEDES,1964 - 1968,1ERO,2DO,3ERO,4TO,5TO
PARTIDO HUMANISTA PERUANO,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,YORKA MARINA,GAMARRA BOLUARTE,I.E.P. URIEL GARCIA,1983 - 1987,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,ALDOMAR,LOZANO RAMIREZ,juan jimenez pimentel,1984 - 1989,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,ALFREDO,RENGIFO NAVARRETE,COLEGIO SALESIANO,1955 - 1959,1ERO,2DO,3ERO,4TO,
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,ALFREDO,RENGIFO NAVARRETE,ESCUELA MILITAR DE CHORRILOS,1959 - 1960,,,,,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,ANA MARIA,SOLORZANO FLORES ,DANIEL A CARRION ,1989 - 1992,1ERO,2DO,3ERO,4TO,
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,ANA MARIA,SOLORZANO FLORES ,NTRA. SRA. DE LA ASUNCION,1993 - 1993,,,,,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,ANITA FELY,YUPANQUI TELLO,SAGARDO CORAZON DE JESUS,2000 - 2004,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,CARLOS FAUSTINO,MARCELO OYAGUE,SAN RAMON,1978 - 1982,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,CLARITA LUZ,ROJAS SANTA CRUZ,C. E COCHARCAS,1978 - 1982,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,CLARITA LUZ,ROJAS SANTA CRUZ,C.E  COCHARCAS,1978 - 1982,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,CLARITA LUZ,ROJAS SANTA CRUZ,GUE - JAE,1969 - 1974,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,DAVID,APAZA ENRIQUEZ,JOSE MARIA ARGUEDAS,1997 - 2001,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,DIANA EVELYN,BERROCAL BRAVO,CAPLEITO,1992 - 1996,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,EDGAR JAVIER,TAVARA POLO,G.U. E CARLOS A. SALAVERRY ,1987 - 1991,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,EMILDA,TOTOCAYO VENTURA DE MANCHEGO,CE. NUESTRA SEÑORA DE LA MERCED,1977 - 1981,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,FERNANDO CESAR,BUSTAMANTE RUIZ,DANIEL BECERRA CAMPO,1977 - 1981,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,GRACILDA,ORDOÑEZ GRANDA,NESTRA SEÑORA DE FATIMA,1973 - 1977,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,HERMES,TORRES DAVILA,AUGUSTO SALAZAR BONDY,1976 - 1980,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,JENNY ELIZABETH,RODRIGUEZ TASSO,I.E. Santa Ana,1977 - 1981,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,JOHNNY,CARDENAS CERRON,RAMIRO VILLAVERDE,1986 - 1990,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,JUAN JOSE,CARTOLIN GUZMAN,NSM,2012 - 2014,1ERO,2DO,3ERO,,
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,LEONIDAS,HUAYAMA NEIRA,C.N ALMIRANTE MIGUEL GRAU SEMINARIO,1989 - 1993,,,,,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,MARBELY,REATEGUI CUEVA,CE OFELIA VELASQUEZ,1973 - 1977,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,MARIA DE LOURDES,SABA MAURICIO,NUESTRA SEÑORA DE LA MERCED,1981 - 1985,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,MARIA MAGDALENA,RIOS ORBE,Víctor Raúl Haya de la Torre,1989 - 1993,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,MARIANELLA LIBERTAD,SEGOVIA VILLANUEVA,IE COLEGIO AREQUIPA,1981 - 1985,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,MAX VELL,QUINTO PAREDES,COOPERATIVA PANGOA,1993 - 1993,,,3ERO,,
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,MAX VELL,QUINTO PAREDES,COOPERATIVO PANGOA,1991 - 1991,1ERO,,,,
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,MAX VELL,QUINTO PAREDES,SAN MARTIN,1992 - 1992,,2DO,,,
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,MAX VELL,QUINTO PAREDES,SAN MARTIN,1994 - 1995,,,,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,MELITON MILTON,VALENCIA FLORES,domingo zamacola y jauregui,1974 - 1977,1ERO,2DO,3ERO,4TO,
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,MELITON MILTON,VALENCIA FLORES,fatima,1978 - 1978,,,,,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,NANCY AMANDA,MEJIA DE GALAN,RAUL PORRAS BARNECHEA,1966 - 1966,1ERO,,,,
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,NANCY AMANDA,MEJIA DE GALAN,ROLANDO PRIETO ANICAMA,1967 - 1970,,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,PABLO,MORI SALDAÑA,COLEGIO MILITAR,2000 - 2002,,,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,PABLO,MORI SALDAÑA,I.E CARLOS WIESE,1998 - 1999,1ERO,2DO,,,
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,PEDRO ALEXIS,CHAVEZ SOLARI, SANTA URSULA ,1987 - 1991,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,TOMAS MARTIN,ZAMUDIO BRICEÑO,INSTITUTO NACIONAL AGROPECUARIO N° 16,1969 - 1973,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,VICTOR ANDREE,POLAR CONCHA ,IE. SAN CARLOS,1997 - 2003,1ERO,2DO,3ERO,4TO,5TO
PARTIDO NACIONALISTA PERUANO,CONGRESISTA,WASHINGTON,BOLIVAR DIAZ,COLEGIO NACIONAL ENRIQUE FRACCHIA PERICULTORIO PEREZ ARANIBAR,1976 - 1980,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,ALEJANDRO FRANCISCO,CUELLAR LEYVA,C.N. La Victoria de Ayacucho,1976 - 1981,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,ALICE PATRICIA,ROMAN DELGADO,CEP Ana de los Angeles,1985 - 1987,1ERO,2DO,3ERO,,
PARTIDO POLITICO ORDEN,CONGRESISTA,ALICE PATRICIA,ROMAN DELGADO,Juana Cervantes de Bolognesi,1988 - 1989,,,,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,ALLISON,QUISPE ALVAREZ,NUESTRO SALVADOR CARMELITAS,1997 - 0,,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,ALLISON,QUISPE ALVAREZ,VIRGEN DE LOURDES,1996 - 1996,1ERO,,,,
PARTIDO POLITICO ORDEN,CONGRESISTA,AMILCAR VLADIMIR,YUFRA HENRIQUEZ,G.U.E MELITON CARVAJAL,1998 - 2003,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,ANA CLAUDIA,RUIZ SCHMIEL,CRISTHI,2004 - 0,,,,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,ANA CLAUDIA,RUIZ SCHMIEL,PADRE SAN JOSE SAFARI,2002 - 2004,1ERO,2DO,3ERO,,
PARTIDO POLITICO ORDEN,CONGRESISTA,ANGEL FELIX,CUSTODIO ARIAS,C.B JOSE BUENAVENTURA SEPULVEDA,1972 - 1976,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,ANGGIE KAROLIN,MORALES MORANTE,I.E JUANA ALARCO DE DAMMERT ,2000 - 2004,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,ARACELY MILUSKA,RUIZ TOCAS,CIENCIAS,1993 - 0,,,,4TO,
PARTIDO POLITICO ORDEN,CONGRESISTA,ARACELY MILUSKA,RUIZ TOCAS,MATER ADMIRABILIS,1990 - 1990,1ERO,,,,
PARTIDO POLITICO ORDEN,CONGRESISTA,ARACELY MILUSKA,RUIZ TOCAS,MIGUEL ANGEL BUONAROTTi,1991 - 0,,2DO,3ERO,,
PARTIDO POLITICO ORDEN,CONGRESISTA,BEATRIZ JULIA,VALENCIA CAMPOVERDE,CEP Santa Rosa M.M.D.D,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,BENJAMIN BENITO,CASTILLO FLORIAN,COLEGIO NACIONAL SAN JUAN,1984 - 1988,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,CARLOS ALBERTO,TORRES CARO,CEP SAN VICENTE,1980 - 1980,,,,,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,CARLOS ALBERTO,TORRES CARO,GUE José de San Martín,1979 - 1979,,,,4TO,
PARTIDO POLITICO ORDEN,CONGRESISTA,CARLOS ALBERTO,TORRES CARO,Nuestra Señora del Valle,1976 - 1978,1ERO,2DO,3ERO,,
PARTIDO POLITICO ORDEN,CONGRESISTA,CARLOS ALFONSO,RADA PEREZ,NUESTRA SEÑORA DE GUADALUPE,1957 - 1961,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,CARLOS ENRIQUE,ARCELLES SANCHEZ,I E NO ESCOLARIZADO ALIPIO PONCE,2009 - 2010,,,,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,CARLOS ENRIQUE,ARCELLES SANCHEZ,JOSE PARDO Y BARREDA ,1989 - 1991,1ERO,2DO,3ERO,,
PARTIDO POLITICO ORDEN,CONGRESISTA,CARLOS JULIO,SECLEN MORALES,COLEGIO NACIONAL SAN JOSE ,1985 - 1989,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,CESAR AUGUSTO,CAMACHO MORALES,COLEGIO PARTICULAR LA SALLE,1966 - 1970,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,CESAR FERNANDO,MESTANZA ZAVALETA,G. U. E. MORB,1969 - 1973,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,CESAR HUMBERTO,GALINDO AGUIRRE,BARTOLOME HERRERA,1981 - 1984,1ERO,2DO,3ERO,,
PARTIDO POLITICO ORDEN,CONGRESISTA,CESAR HUMBERTO,GALINDO AGUIRRE,RUBEN DARIO,1985 - 0,,,,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,CESAR MARIANO,FERRADAS ZEGARRA,COLEGIO SEMINARIO SAN CARLOS Y SAN MARCELO ,1954 - 1958,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,CHRISTIAN IVAN,CORREA CRUZ,SAN IGNACION DEL LOYOLA,1990 - 1995,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,CIRO SALUSTIANO,LANDEO LAURA,Colegio Jose Pardo Barreda - Chincha,1982 - 1986,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,CRISTINA,HUAMANÑAHUI BARAZORDA,nuestra señora de las mercedes,1997 - 2001,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,DANIEL DELFIN,CALIXTRO TRUJILLO,UNIDAD ESCOLAR RICARDO BERTÍN,1967 - 1972,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,DAVID ARNALDO,SOUZA PANAIFO,LICEO NAVAL,1992 - 1993,1ERO,2DO,,,
PARTIDO POLITICO ORDEN,CONGRESISTA,DAVID ARNALDO,SOUZA PANAIFO,MORB,1995 - 1996,,,,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,DAVID ARNALDO,SOUZA PANAIFO,SAN INSIDRO,1994 - 1994,,,3ERO,,
PARTIDO POLITICO ORDEN,CONGRESISTA,DIOGENES AMARANTE,JUAREZ CAMPOS,SAN JUAN,1971 - 1974,,,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,DORA MARISOL,SOLANO QUISPE,C. N. Nuestra Señora del Rosario,1983 - 1987,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,DURGA EDELMIRA,RAMIREZ MIRANDA,ISABELLA LA CATOLICA,1965 - 1970,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,EDIN,DELGADO LOZA,CAP. Alipio Ponce Vasquez,1994 - 1995,,2DO,,,
PARTIDO POLITICO ORDEN,CONGRESISTA,EDIN,DELGADO LOZA,CEP Inmaculada Concepción,1993 - 1993,1ERO,,,,
PARTIDO POLITICO ORDEN,CONGRESISTA,EDIN,DELGADO LOZA,PRECURSORES DE LA INDEPENDENCIA NACIONAL,1995 - 1996,,,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,EDITH LUZ,MUCHO MENDOZA,FRANCISCO ANTONIO DE ZELA,1990 - 1994,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,EILEEN JACQUELINE,MIRANDA FRIAS DE RODRIGUEZ,ELVIRA GARCIA Y GARCIA ,1997 - 2001,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,EMILIANO ELIAS,MENDOZA ZEVALLOS,GLORIOSO SAN CARLOS,1974 - 1978,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,ENITH SADITH,CHUQUIVAL SAAVEDRA,Sagrado Corazón,1962 - 1966,,,,,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,ENRIQUE,QUISPE SULCA,G.U.E. Dos de Mayo,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,ERIC CONRAD,KOECHLIN FEBRES,Newton College,2003 - 2007,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,ESTEBAN NARCISO,ROSAS MENDOZA,Daniel Becerra Ocampo,1961 - 1965,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,ESTEFITA,PORTOCARRERO SORIA,"C. N. S. M. ""EMILIO SAN MARTIN""",1980 - 1985,1ERO,2DO,,,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,ESTEFITA,PORTOCARRERO SORIA,"C. N. S. M. ""LA INMACULADA""",1982 - 0,,,3ERO,4TO,
PARTIDO POLITICO ORDEN,CONGRESISTA,EUCLIDES LIBERIO,BOCANEGRA VAELLA,GUE. JOSE FAUSTINO SANCHEZ CARRIÓN,1981 - 1986,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,FELIX ROBERTO,CORTES ALFARO,COLEGIO MARISTAS SULLANA,1982 - 1986,1ERO,2DO,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,FIDEL ALFREDO,CLARO SINCHE,COLEGIO MILITAR LEONCIO PRADO,1968 - 0,,,3ERO,4TO,5TO
PARTIDO POLITICO ORDEN,CONGRESISTA,FIDEL ALFREDO,CLARO SINCHE,GRAN UNIDAD ESCOLAR RICARDO BENTIN,1966 - 1967,1ERO,2DO,,,
